itembased,datasets/movielens1m.tsv,2118834
itembased,datasets/jester.tsv,22757
itembased,datasets/ciaodvd.tsv,2437288
itembased,datasets/movielens1m.tsv,2131282
itembased,datasets/jester.tsv,22790
itembased,datasets/ciaodvd.tsv,2502588
itembased,datasets/movielens1m.tsv,2152678
itembased,datasets/jester.tsv,22820
itembased,datasets/ciaodvd.tsv,2498398
itembased,datasets/movielens1m.tsv,2145331
itembased,datasets/jester.tsv,22717
itembased,datasets/ciaodvd.tsv,2506992
itembased,datasets/movielens1m.tsv,2122516
itembased,datasets/jester.tsv,22818
itembased,datasets/ciaodvd.tsv,2649410
itembased,datasets/movielens1m.tsv,2140216
itembased,datasets/jester.tsv,22905
itembased,datasets/ciaodvd.tsv,2315321
itembased,datasets/movielens1m.tsv,2147621
itembased,datasets/jester.tsv,22610
itembased,datasets/ciaodvd.tsv,2330155
itembased,datasets/movielens1m.tsv,2117344
itembased,datasets/jester.tsv,22821
itembased,datasets/ciaodvd.tsv,2332613
itembased,datasets/movielens1m.tsv,2131944
itembased,datasets/jester.tsv,22678
itembased,datasets/ciaodvd.tsv,2319602
itembased,datasets/movielens1m.tsv,2151648
itembased,datasets/jester.tsv,23145
itembased,datasets/ciaodvd.tsv,2345094
