mnb,datasets/mushrooms.libsvm,137
mnb,datasets/phishing.libsvm,316
mnb,datasets/covtype.libsvm,2198
mnb,datasets/mushrooms.libsvm,224
mnb,datasets/phishing.libsvm,181
mnb,datasets/covtype.libsvm,2537
mnb,datasets/mushrooms.libsvm,206
mnb,datasets/phishing.libsvm,240
mnb,datasets/covtype.libsvm,139
mnb,datasets/mushrooms.libsvm,178
mnb,datasets/phishing.libsvm,175
mnb,datasets/covtype.libsvm,334
mnb,datasets/mushrooms.libsvm,170
mnb,datasets/phishing.libsvm,181
mnb,datasets/covtype.libsvm,3741
mnb,datasets/mushrooms.libsvm,298
mnb,datasets/phishing.libsvm,209
mnb,datasets/covtype.libsvm,463
mnb,datasets/mushrooms.libsvm,598
mnb,datasets/phishing.libsvm,409
mnb,datasets/covtype.libsvm,958
mnb,datasets/mushrooms.libsvm,378
mnb,datasets/phishing.libsvm,319
mnb,datasets/covtype.libsvm,251
mnb,datasets/mushrooms.libsvm,207
mnb,datasets/phishing.libsvm,144
mnb,datasets/covtype.libsvm,2487
mnb,datasets/mushrooms.libsvm,124
mnb,datasets/phishing.libsvm,176
mnb,datasets/covtype.libsvm,140
mnb,datasets/mushrooms.libsvm,124
mnb,datasets/phishing.libsvm,133
mnb,datasets/covtype.libsvm,115
mnb,datasets/mushrooms.libsvm,279
mnb,datasets/phishing.libsvm,256
mnb,datasets/covtype.libsvm,3103
mnb,datasets/mushrooms.libsvm,365
mnb,datasets/phishing.libsvm,211
mnb,datasets/covtype.libsvm,151
mnb,datasets/mushrooms.libsvm,451
mnb,datasets/phishing.libsvm,156
mnb,datasets/covtype.libsvm,106
mnb,datasets/mushrooms.libsvm,201
mnb,datasets/phishing.libsvm,145
mnb,datasets/covtype.libsvm,2084
mnb,datasets/mushrooms.libsvm,109
mnb,datasets/phishing.libsvm,191
mnb,datasets/covtype.libsvm,109
mnb,datasets/mushrooms.libsvm,171
mnb,datasets/phishing.libsvm,148
mnb,datasets/covtype.libsvm,168
mnb,datasets/mushrooms.libsvm,130
mnb,datasets/phishing.libsvm,172
mnb,datasets/covtype.libsvm,5050
mnb,datasets/mushrooms.libsvm,132
mnb,datasets/phishing.libsvm,204
mnb,datasets/covtype.libsvm,2682
mnb,datasets/mushrooms.libsvm,263
mnb,datasets/phishing.libsvm,192
mnb,datasets/covtype.libsvm,147
