itembased,datasets/movielens1m.tsv,1286763
itembased,datasets/jester.tsv,16105
itembased,datasets/ciaodvd.tsv,1473643
itembased,datasets/movielens1m.tsv,1306024
itembased,datasets/jester.tsv,20245
itembased,datasets/ciaodvd.tsv,1385095
itembased,datasets/movielens1m.tsv,1296904
itembased,datasets/jester.tsv,15598
itembased,datasets/ciaodvd.tsv,2102410
itembased,datasets/movielens1m.tsv,1598433
itembased,datasets/jester.tsv,20444
itembased,datasets/ciaodvd.tsv,1752146
itembased,datasets/movielens1m.tsv,1603860
itembased,datasets/jester.tsv,15815
itembased,datasets/ciaodvd.tsv,1409213
itembased,datasets/movielens1m.tsv,1286649
itembased,datasets/jester.tsv,20237
itembased,datasets/ciaodvd.tsv,1755241
itembased,datasets/movielens1m.tsv,1278699
itembased,datasets/jester.tsv,15937
itembased,datasets/ciaodvd.tsv,1773664
itembased,datasets/movielens1m.tsv,1593651
itembased,datasets/jester.tsv,20365
itembased,datasets/ciaodvd.tsv,1789150
itembased,datasets/movielens1m.tsv,1312019
itembased,datasets/jester.tsv,15802
itembased,datasets/ciaodvd.tsv,1777022
itembased,datasets/movielens1m.tsv,1275231
itembased,datasets/jester.tsv,15956
itembased,datasets/ciaodvd.tsv,1428800
