itembased,datasets/movielens1m.tsv,940129
itembased,datasets/jester.tsv,11762
itembased,datasets/ciaodvd.tsv,884876
itembased,datasets/movielens1m.tsv,821871
itembased,datasets/jester.tsv,10528
itembased,datasets/ciaodvd.tsv,1009474
itembased,datasets/movielens1m.tsv,925718
itembased,datasets/jester.tsv,16625
itembased,datasets/ciaodvd.tsv,1376730
itembased,datasets/movielens1m.tsv,1296117
itembased,datasets/jester.tsv,15629
itembased,datasets/ciaodvd.tsv,1249730
itembased,datasets/movielens1m.tsv,1112947
itembased,datasets/jester.tsv,10219
itembased,datasets/ciaodvd.tsv,990532
itembased,datasets/movielens1m.tsv,1335146
itembased,datasets/jester.tsv,16349
itembased,datasets/ciaodvd.tsv,1397585
itembased,datasets/movielens1m.tsv,1210374
itembased,datasets/jester.tsv,9615
itembased,datasets/ciaodvd.tsv,910044
itembased,datasets/movielens1m.tsv,840474
itembased,datasets/jester.tsv,10275
itembased,datasets/ciaodvd.tsv,1404867
itembased,datasets/movielens1m.tsv,1301462
itembased,datasets/jester.tsv,15828
itembased,datasets/ciaodvd.tsv,1363596
itembased,datasets/movielens1m.tsv,831362
itembased,datasets/jester.tsv,10128
itembased,datasets/ciaodvd.tsv,898209
